"","administrative","city","airport","imported","cases","region","population","date","Date"
"1","District","Anle District ","No","No",0,"North",82336,"2021-01-01",2021-01-01
"2","District","Anle District ","No","No",0,"North",82336,"2021-01-02",2021-01-02
"3","District","Anle District ","No","No",0,"North",82336,"2021-01-03",2021-01-03
"4","District","Anle District ","No","No",0,"North",82336,"2021-01-04",2021-01-04
"5","District","Anle District ","No","No",0,"North",82336,"2021-01-05",2021-01-05
"6","District","Anle District ","No","No",0,"North",82336,"2021-01-06",2021-01-06
"7","District","Anle District ","No","No",0,"North",82336,"2021-01-07",2021-01-07
"8","District","Anle District ","No","No",0,"North",82336,"2021-01-08",2021-01-08
"9","District","Anle District ","No","No",0,"North",82336,"2021-01-09",2021-01-09
"10","District","Anle District ","No","No",0,"North",82336,"2021-01-10",2021-01-10
"11","District","Anle District ","No","No",0,"North",82336,"2021-01-11",2021-01-11
"12","District","Anle District ","No","No",0,"North",82336,"2021-01-12",2021-01-12
"13","District","Anle District ","No","No",0,"North",82336,"2021-01-13",2021-01-13
"14","District","Anle District ","No","No",0,"North",82336,"2021-01-14",2021-01-14
"15","District","Anle District ","No","No",0,"North",82336,"2021-01-15",2021-01-15
"16","District","Anle District ","No","No",0,"North",82336,"2021-01-16",2021-01-16
"17","District","Anle District ","No","No",0,"North",82336,"2021-01-17",2021-01-17
"18","District","Anle District ","No","No",0,"North",82336,"2021-01-18",2021-01-18
"19","District","Anle District ","No","No",0,"North",82336,"2021-01-19",2021-01-19
"20","District","Anle District ","No","No",0,"North",82336,"2021-01-20",2021-01-20
"21","District","Anle District ","No","No",0,"North",82336,"2021-01-21",2021-01-21
"22","District","Anle District ","No","No",0,"North",82336,"2021-01-22",2021-01-22
"23","District","Anle District ","No","No",0,"North",82336,"2021-01-23",2021-01-23
"24","District","Anle District ","No","No",0,"North",82336,"2021-01-24",2021-01-24
"25","District","Anle District ","No","No",0,"North",82336,"2021-01-25",2021-01-25
"26","District","Anle District ","No","No",0,"North",82336,"2021-01-26",2021-01-26
"27","District","Anle District ","No","No",0,"North",82336,"2021-01-27",2021-01-27
"28","District","Anle District ","No","No",0,"North",82336,"2021-01-28",2021-01-28
"29","District","Anle District ","No","No",0,"North",82336,"2021-01-29",2021-01-29
"30","District","Anle District ","No","No",0,"North",82336,"2021-01-30",2021-01-30
"31","District","Anle District ","No","No",0,"North",82336,"2021-01-31",2021-01-31
"32","District","Anle District ","No","No",0,"North",82336,"2021-02-01",2021-02-01
"33","District","Anle District ","No","No",0,"North",82336,"2021-02-02",2021-02-02
"34","District","Anle District ","No","No",0,"North",82336,"2021-02-03",2021-02-03
"35","District","Anle District ","No","No",0,"North",82336,"2021-02-04",2021-02-04
"36","District","Anle District ","No","No",0,"North",82336,"2021-02-05",2021-02-05
"37","District","Anle District ","No","No",0,"North",82336,"2021-02-06",2021-02-06
"38","District","Anle District ","No","No",0,"North",82336,"2021-02-07",2021-02-07
"39","District","Anle District ","No","No",0,"North",82336,"2021-02-08",2021-02-08
"40","District","Anle District ","No","No",0,"North",82336,"2021-02-09",2021-02-09
"41","District","Anle District ","No","No",0,"North",82336,"2021-02-10",2021-02-10
"42","District","Anle District ","No","No",0,"North",82336,"2021-02-11",2021-02-11
"43","District","Anle District ","No","No",0,"North",82336,"2021-02-12",2021-02-12
"44","District","Anle District ","No","No",0,"North",82336,"2021-02-13",2021-02-13
"45","District","Anle District ","No","No",0,"North",82336,"2021-02-14",2021-02-14
"46","District","Anle District ","No","No",0,"North",82336,"2021-02-15",2021-02-15
"47","District","Anle District ","No","No",0,"North",82336,"2021-02-16",2021-02-16
"48","District","Anle District ","No","No",0,"North",82336,"2021-02-17",2021-02-17
"49","District","Anle District ","No","No",0,"North",82336,"2021-02-18",2021-02-18
"50","District","Anle District ","No","No",0,"North",82336,"2021-02-19",2021-02-19
"51","District","Anle District ","No","No",0,"North",82336,"2021-02-20",2021-02-20
"52","District","Anle District ","No","No",0,"North",82336,"2021-02-21",2021-02-21
"53","District","Anle District ","No","No",0,"North",82336,"2021-02-22",2021-02-22
"54","District","Anle District ","No","No",0,"North",82336,"2021-02-23",2021-02-23
"55","District","Anle District ","No","No",0,"North",82336,"2021-02-24",2021-02-24
"56","District","Anle District ","No","No",0,"North",82336,"2021-02-25",2021-02-25
"57","District","Anle District ","No","No",0,"North",82336,"2021-02-26",2021-02-26
"58","District","Anle District ","No","No",0,"North",82336,"2021-02-27",2021-02-27
"59","District","Anle District ","No","No",0,"North",82336,"2021-02-28",2021-02-28
"60","District","Anle District ","No","No",0,"North",82336,"2021-03-01",2021-03-01
"61","District","Anle District ","No","No",0,"North",82336,"2021-03-02",2021-03-02
"62","District","Anle District ","No","No",0,"North",82336,"2021-03-03",2021-03-03
"63","District","Anle District ","No","No",0,"North",82336,"2021-03-04",2021-03-04
"64","District","Anle District ","No","No",0,"North",82336,"2021-03-05",2021-03-05
"65","District","Anle District ","No","No",0,"North",82336,"2021-03-06",2021-03-06
"66","District","Anle District ","No","No",0,"North",82336,"2021-03-07",2021-03-07
"67","District","Anle District ","No","No",0,"North",82336,"2021-03-08",2021-03-08
"68","District","Anle District ","No","No",0,"North",82336,"2021-03-09",2021-03-09
"69","District","Anle District ","No","No",0,"North",82336,"2021-03-10",2021-03-10
"70","District","Anle District ","No","No",0,"North",82336,"2021-03-11",2021-03-11
"71","District","Anle District ","No","No",0,"North",82336,"2021-03-12",2021-03-12
"72","District","Anle District ","No","No",0,"North",82336,"2021-03-13",2021-03-13
"73","District","Anle District ","No","No",0,"North",82336,"2021-03-14",2021-03-14
"74","District","Anle District ","No","No",0,"North",82336,"2021-03-15",2021-03-15
"75","District","Anle District ","No","No",0,"North",82336,"2021-03-16",2021-03-16
"76","District","Anle District ","No","No",0,"North",82336,"2021-03-17",2021-03-17
"77","District","Anle District ","No","No",0,"North",82336,"2021-03-18",2021-03-18
"78","District","Anle District ","No","No",0,"North",82336,"2021-03-19",2021-03-19
"79","District","Anle District ","No","No",0,"North",82336,"2021-03-20",2021-03-20
"80","District","Anle District ","No","No",0,"North",82336,"2021-03-21",2021-03-21
"81","District","Anle District ","No","No",0,"North",82336,"2021-03-22",2021-03-22
"82","District","Anle District ","No","No",0,"North",82336,"2021-03-23",2021-03-23
"83","District","Anle District ","No","No",0,"North",82336,"2021-03-24",2021-03-24
"84","District","Anle District ","No","No",0,"North",82336,"2021-03-25",2021-03-25
"85","District","Anle District ","No","No",0,"North",82336,"2021-03-26",2021-03-26
"86","District","Anle District ","No","No",0,"North",82336,"2021-03-27",2021-03-27
"87","District","Anle District ","No","No",0,"North",82336,"2021-03-28",2021-03-28
"88","District","Anle District ","No","No",0,"North",82336,"2021-03-29",2021-03-29
"89","District","Anle District ","No","No",0,"North",82336,"2021-03-30",2021-03-30
"90","District","Anle District ","No","No",0,"North",82336,"2021-03-31",2021-03-31
"91","District","Anle District ","No","No",0,"North",82336,"2021-04-01",2021-04-01
"92","District","Anle District ","No","No",0,"North",82336,"2021-04-02",2021-04-02
"93","District","Anle District ","No","No",0,"North",82336,"2021-04-03",2021-04-03
"94","District","Anle District ","No","No",0,"North",82336,"2021-04-04",2021-04-04
"95","District","Anle District ","No","No",0,"North",82336,"2021-04-05",2021-04-05
"96","District","Anle District ","No","No",0,"North",82336,"2021-04-06",2021-04-06
"97","District","Anle District ","No","No",0,"North",82336,"2021-04-07",2021-04-07
"98","District","Anle District ","No","No",0,"North",82336,"2021-04-08",2021-04-08
"99","District","Anle District ","No","No",0,"North",82336,"2021-04-09",2021-04-09
"100","District","Anle District ","No","No",0,"North",82336,"2021-04-10",2021-04-10
"101","District","Anle District ","No","No",0,"North",82336,"2021-04-11",2021-04-11
"102","District","Anle District ","No","No",0,"North",82336,"2021-04-12",2021-04-12
"103","District","Anle District ","No","No",0,"North",82336,"2021-04-13",2021-04-13
"104","District","Anle District ","No","No",0,"North",82336,"2021-04-14",2021-04-14
"105","District","Anle District ","No","No",0,"North",82336,"2021-04-15",2021-04-15
"106","District","Anle District ","No","No",0,"North",82336,"2021-04-16",2021-04-16
"107","District","Anle District ","No","No",0,"North",82336,"2021-04-17",2021-04-17
"108","District","Anle District ","No","No",0,"North",82336,"2021-04-18",2021-04-18
"109","District","Anle District ","No","No",0,"North",82336,"2021-04-19",2021-04-19
"110","District","Anle District ","No","No",0,"North",82336,"2021-04-20",2021-04-20
"111","District","Anle District ","No","No",0,"North",82336,"2021-04-21",2021-04-21
"112","District","Anle District ","No","No",0,"North",82336,"2021-04-22",2021-04-22
"113","District","Anle District ","No","No",0,"North",82336,"2021-04-23",2021-04-23
"114","District","Anle District ","No","No",0,"North",82336,"2021-04-24",2021-04-24
"115","District","Anle District ","No","No",0,"North",82336,"2021-04-25",2021-04-25
"116","District","Anle District ","No","No",0,"North",82336,"2021-04-26",2021-04-26
"117","District","Anle District ","No","No",0,"North",82336,"2021-04-27",2021-04-27
"118","District","Anle District ","No","No",0,"North",82336,"2021-04-28",2021-04-28
"119","District","Anle District ","No","No",0,"North",82336,"2021-04-29",2021-04-29
"120","District","Anle District ","No","No",0,"North",82336,"2021-04-30",2021-04-30
"121","District","Anle District ","No","No",0,"North",82336,"2021-05-01",2021-05-01
"122","District","Anle District ","No","No",0,"North",82336,"2021-05-02",2021-05-02
"123","District","Anle District ","No","No",0,"North",82336,"2021-05-03",2021-05-03
"124","District","Anle District ","No","No",0,"North",82336,"2021-05-04",2021-05-04
"125","District","Anle District ","No","No",0,"North",82336,"2021-05-05",2021-05-05
"126","District","Anle District ","No","No",0,"North",82336,"2021-05-06",2021-05-06
"127","District","Anle District ","No","No",0,"North",82336,"2021-05-07",2021-05-07
"128","District","Anle District ","No","No",0,"North",82336,"2021-05-08",2021-05-08
"129","District","Anle District ","No","No",0,"North",82336,"2021-05-09",2021-05-09
"130","District","Anle District ","No","No",0,"North",82336,"2021-05-10",2021-05-10
"131","District","Anle District ","No","No",0,"North",82336,"2021-05-11",2021-05-11
"132","District","Anle District ","No","No",0,"North",82336,"2021-05-12",2021-05-12
"133","District","Anle District ","No","No",0,"North",82336,"2021-05-13",2021-05-13
"134","District","Anle District ","No","No",0,"North",82336,"2021-05-14",2021-05-14
"135","District","Anle District ","No","No",0,"North",82336,"2021-05-15",2021-05-15
"136","District","Anle District ","No","No",1,"North",82336,"2021-05-16",2021-05-16
"137","District","Anle District ","No","No",2,"North",82336,"2021-05-17",2021-05-17
"138","District","Anle District ","No","No",2,"North",82336,"2021-05-18",2021-05-18
"139","District","Anle District ","No","No",1,"North",82336,"2021-05-19",2021-05-19
"140","District","Anle District ","No","No",2,"North",82336,"2021-05-20",2021-05-20
"141","District","Anle District ","No","No",2,"North",82336,"2021-05-21",2021-05-21
"142","District","Anle District ","No","No",0,"North",82336,"2021-05-22",2021-05-22
"143","District","Anle District ","No","No",1,"North",82336,"2021-05-23",2021-05-23
"144","District","Anle District ","No","No",3,"North",82336,"2021-05-24",2021-05-24
"145","District","Anle District ","No","No",0,"North",82336,"2021-05-25",2021-05-25
"146","District","Anle District ","No","No",3,"North",82336,"2021-05-26",2021-05-26
"147","District","Anle District ","No","No",1,"North",82336,"2021-05-27",2021-05-27
"148","District","Anle District ","No","No",0,"North",82336,"2021-05-28",2021-05-28
"149","District","Anle District ","No","No",6,"North",82336,"2021-05-29",2021-05-29
"150","District","Anle District ","No","No",2,"North",82336,"2021-05-30",2021-05-30
"151","District","Anle District ","No","No",2,"North",82336,"2021-05-31",2021-05-31
"152","District","Anle District ","No","No",3,"North",82336,"2021-06-01",2021-06-01
"153","District","Anle District ","No","No",3,"North",82336,"2021-06-02",2021-06-02
"154","District","Anle District ","No","No",0,"North",82336,"2021-06-03",2021-06-03
"155","District","Anle District ","No","No",0,"North",82336,"2021-06-04",2021-06-04
"156","District","Anle District ","No","No",3,"North",82336,"2021-06-05",2021-06-05
"157","District","Anle District ","No","No",0,"North",82336,"2021-06-06",2021-06-06
"158","District","Anle District ","No","No",1,"North",82336,"2021-06-07",2021-06-07
"159","District","Anle District ","No","No",1,"North",82336,"2021-06-08",2021-06-08
"160","District","Anle District ","No","No",4,"North",82336,"2021-06-09",2021-06-09
"161","District","Anle District ","No","No",5,"North",82336,"2021-06-10",2021-06-10
"162","District","Annan District ","No","No",0,"South",194189,"2021-01-01",2021-01-01
"163","District","Annan District ","No","No",0,"South",194189,"2021-01-02",2021-01-02
"164","District","Annan District ","No","No",0,"South",194189,"2021-01-03",2021-01-03
"165","District","Annan District ","No","No",0,"South",194189,"2021-01-04",2021-01-04
"166","District","Annan District ","No","No",0,"South",194189,"2021-01-05",2021-01-05
"167","District","Annan District ","No","No",0,"South",194189,"2021-01-06",2021-01-06
"168","District","Annan District ","No","No",0,"South",194189,"2021-01-07",2021-01-07
"169","District","Annan District ","No","No",0,"South",194189,"2021-01-08",2021-01-08
"170","District","Annan District ","No","No",0,"South",194189,"2021-01-09",2021-01-09
"171","District","Annan District ","No","No",0,"South",194189,"2021-01-10",2021-01-10
"172","District","Annan District ","No","No",0,"South",194189,"2021-01-11",2021-01-11
"173","District","Annan District ","No","No",0,"South",194189,"2021-01-12",2021-01-12
"174","District","Annan District ","No","No",0,"South",194189,"2021-01-13",2021-01-13
"175","District","Annan District ","No","No",0,"South",194189,"2021-01-14",2021-01-14
"176","District","Annan District ","No","No",0,"South",194189,"2021-01-15",2021-01-15
"177","District","Annan District ","No","No",0,"South",194189,"2021-01-16",2021-01-16
"178","District","Annan District ","No","No",0,"South",194189,"2021-01-17",2021-01-17
"179","District","Annan District ","No","No",0,"South",194189,"2021-01-18",2021-01-18
"180","District","Annan District ","No","No",0,"South",194189,"2021-01-19",2021-01-19
"181","District","Annan District ","No","No",0,"South",194189,"2021-01-20",2021-01-20
"182","District","Annan District ","No","No",0,"South",194189,"2021-01-21",2021-01-21
"183","District","Annan District ","No","No",0,"South",194189,"2021-01-22",2021-01-22
"184","District","Annan District ","No","No",0,"South",194189,"2021-01-23",2021-01-23
"185","District","Annan District ","No","No",0,"South",194189,"2021-01-24",2021-01-24
"186","District","Annan District ","No","No",0,"South",194189,"2021-01-25",2021-01-25
"187","District","Annan District ","No","No",0,"South",194189,"2021-01-26",2021-01-26
"188","District","Annan District ","No","No",0,"South",194189,"2021-01-27",2021-01-27
"189","District","Annan District ","No","No",0,"South",194189,"2021-01-28",2021-01-28
"190","District","Annan District ","No","No",0,"South",194189,"2021-01-29",2021-01-29
"191","District","Annan District ","No","No",0,"South",194189,"2021-01-30",2021-01-30
"192","District","Annan District ","No","No",0,"South",194189,"2021-01-31",2021-01-31
"193","District","Annan District ","No","No",0,"South",194189,"2021-02-01",2021-02-01
"194","District","Annan District ","No","No",0,"South",194189,"2021-02-02",2021-02-02
"195","District","Annan District ","No","No",0,"South",194189,"2021-02-03",2021-02-03
"196","District","Annan District ","No","No",0,"South",194189,"2021-02-04",2021-02-04
"197","District","Annan District ","No","No",0,"South",194189,"2021-02-05",2021-02-05
"198","District","Annan District ","No","No",0,"South",194189,"2021-02-06",2021-02-06
"199","District","Annan District ","No","No",0,"South",194189,"2021-02-07",2021-02-07
"200","District","Annan District ","No","No",0,"South",194189,"2021-02-08",2021-02-08
"201","District","Annan District ","No","No",0,"South",194189,"2021-02-09",2021-02-09
"202","District","Annan District ","No","No",0,"South",194189,"2021-02-10",2021-02-10
"203","District","Annan District ","No","No",0,"South",194189,"2021-02-11",2021-02-11
"204","District","Annan District ","No","No",0,"South",194189,"2021-02-12",2021-02-12
"205","District","Annan District ","No","No",0,"South",194189,"2021-02-13",2021-02-13
"206","District","Annan District ","No","No",0,"South",194189,"2021-02-14",2021-02-14
"207","District","Annan District ","No","No",0,"South",194189,"2021-02-15",2021-02-15
"208","District","Annan District ","No","No",0,"South",194189,"2021-02-16",2021-02-16
"209","District","Annan District ","No","No",0,"South",194189,"2021-02-17",2021-02-17
"210","District","Annan District ","No","No",0,"South",194189,"2021-02-18",2021-02-18
"211","District","Annan District ","No","No",0,"South",194189,"2021-02-19",2021-02-19
"212","District","Annan District ","No","No",0,"South",194189,"2021-02-20",2021-02-20
"213","District","Annan District ","No","No",0,"South",194189,"2021-02-21",2021-02-21
"214","District","Annan District ","No","No",0,"South",194189,"2021-02-22",2021-02-22
"215","District","Annan District ","No","No",0,"South",194189,"2021-02-23",2021-02-23
"216","District","Annan District ","No","No",0,"South",194189,"2021-02-24",2021-02-24
"217","District","Annan District ","No","No",0,"South",194189,"2021-02-25",2021-02-25
"218","District","Annan District ","No","No",0,"South",194189,"2021-02-26",2021-02-26
"219","District","Annan District ","No","No",0,"South",194189,"2021-02-27",2021-02-27
"220","District","Annan District ","No","No",0,"South",194189,"2021-02-28",2021-02-28
"221","District","Annan District ","No","No",0,"South",194189,"2021-03-01",2021-03-01
"222","District","Annan District ","No","No",0,"South",194189,"2021-03-02",2021-03-02
"223","District","Annan District ","No","No",0,"South",194189,"2021-03-03",2021-03-03
"224","District","Annan District ","No","No",0,"South",194189,"2021-03-04",2021-03-04
"225","District","Annan District ","No","No",0,"South",194189,"2021-03-05",2021-03-05
"226","District","Annan District ","No","No",0,"South",194189,"2021-03-06",2021-03-06
"227","District","Annan District ","No","No",0,"South",194189,"2021-03-07",2021-03-07
"228","District","Annan District ","No","No",0,"South",194189,"2021-03-08",2021-03-08
"229","District","Annan District ","No","No",0,"South",194189,"2021-03-09",2021-03-09
"230","District","Annan District ","No","No",0,"South",194189,"2021-03-10",2021-03-10
"231","District","Annan District ","No","No",0,"South",194189,"2021-03-11",2021-03-11
"232","District","Annan District ","No","No",0,"South",194189,"2021-03-12",2021-03-12
"233","District","Annan District ","No","No",0,"South",194189,"2021-03-13",2021-03-13
"234","District","Annan District ","No","No",0,"South",194189,"2021-03-14",2021-03-14
"235","District","Annan District ","No","No",0,"South",194189,"2021-03-15",2021-03-15
"236","District","Annan District ","No","No",0,"South",194189,"2021-03-16",2021-03-16
"237","District","Annan District ","No","No",0,"South",194189,"2021-03-17",2021-03-17
"238","District","Annan District ","No","No",0,"South",194189,"2021-03-18",2021-03-18
"239","District","Annan District ","No","No",0,"South",194189,"2021-03-19",2021-03-19
"240","District","Annan District ","No","No",0,"South",194189,"2021-03-20",2021-03-20
"241","District","Annan District ","No","No",0,"South",194189,"2021-03-21",2021-03-21
"242","District","Annan District ","No","No",0,"South",194189,"2021-03-22",2021-03-22
"243","District","Annan District ","No","No",0,"South",194189,"2021-03-23",2021-03-23
"244","District","Annan District ","No","No",0,"South",194189,"2021-03-24",2021-03-24
"245","District","Annan District ","No","No",0,"South",194189,"2021-03-25",2021-03-25
"246","District","Annan District ","No","No",0,"South",194189,"2021-03-26",2021-03-26
"247","District","Annan District ","No","No",0,"South",194189,"2021-03-27",2021-03-27
"248","District","Annan District ","No","No",0,"South",194189,"2021-03-28",2021-03-28
"249","District","Annan District ","No","No",0,"South",194189,"2021-03-29",2021-03-29
"250","District","Annan District ","No","No",0,"South",194189,"2021-03-30",2021-03-30
"251","District","Annan District ","No","No",0,"South",194189,"2021-03-31",2021-03-31
"252","District","Annan District ","No","No",0,"South",194189,"2021-04-01",2021-04-01
"253","District","Annan District ","No","No",0,"South",194189,"2021-04-02",2021-04-02
"254","District","Annan District ","No","No",0,"South",194189,"2021-04-03",2021-04-03
"255","District","Annan District ","No","No",0,"South",194189,"2021-04-04",2021-04-04
"256","District","Annan District ","No","No",0,"South",194189,"2021-04-05",2021-04-05
"257","District","Annan District ","No","No",0,"South",194189,"2021-04-06",2021-04-06
"258","District","Annan District ","No","No",0,"South",194189,"2021-04-07",2021-04-07
"259","District","Annan District ","No","No",0,"South",194189,"2021-04-08",2021-04-08
"260","District","Annan District ","No","No",0,"South",194189,"2021-04-09",2021-04-09
"261","District","Annan District ","No","No",0,"South",194189,"2021-04-10",2021-04-10
"262","District","Annan District ","No","No",0,"South",194189,"2021-04-11",2021-04-11
"263","District","Annan District ","No","No",0,"South",194189,"2021-04-12",2021-04-12
"264","District","Annan District ","No","No",0,"South",194189,"2021-04-13",2021-04-13
"265","District","Annan District ","No","No",0,"South",194189,"2021-04-14",2021-04-14
"266","District","Annan District ","No","No",0,"South",194189,"2021-04-15",2021-04-15
"267","District","Annan District ","No","No",0,"South",194189,"2021-04-16",2021-04-16
"268","District","Annan District ","No","No",0,"South",194189,"2021-04-17",2021-04-17
"269","District","Annan District ","No","No",0,"South",194189,"2021-04-18",2021-04-18
"270","District","Annan District ","No","No",0,"South",194189,"2021-04-19",2021-04-19
"271","District","Annan District ","No","No",0,"South",194189,"2021-04-20",2021-04-20
"272","District","Annan District ","No","No",0,"South",194189,"2021-04-21",2021-04-21
"273","District","Annan District ","No","No",0,"South",194189,"2021-04-22",2021-04-22
"274","District","Annan District ","No","No",0,"South",194189,"2021-04-23",2021-04-23
"275","District","Annan District ","No","No",0,"South",194189,"2021-04-24",2021-04-24
"276","District","Annan District ","No","No",0,"South",194189,"2021-04-25",2021-04-25
"277","District","Annan District ","No","No",0,"South",194189,"2021-04-26",2021-04-26
"278","District","Annan District ","No","No",0,"South",194189,"2021-04-27",2021-04-27
"279","District","Annan District ","No","No",0,"South",194189,"2021-04-28",2021-04-28
"280","District","Annan District ","No","No",0,"South",194189,"2021-04-29",2021-04-29
"281","District","Annan District ","No","No",0,"South",194189,"2021-04-30",2021-04-30
"282","District","Annan District ","No","No",0,"South",194189,"2021-05-01",2021-05-01
"283","District","Annan District ","No","No",0,"South",194189,"2021-05-02",2021-05-02
"284","District","Annan District ","No","No",0,"South",194189,"2021-05-03",2021-05-03
"285","District","Annan District ","No","No",0,"South",194189,"2021-05-04",2021-05-04
"286","District","Annan District ","No","No",0,"South",194189,"2021-05-05",2021-05-05
"287","District","Annan District ","No","No",0,"South",194189,"2021-05-06",2021-05-06
"288","District","Annan District ","No","No",0,"South",194189,"2021-05-07",2021-05-07
"289","District","Annan District ","No","No",0,"South",194189,"2021-05-08",2021-05-08
"290","District","Annan District ","No","No",0,"South",194189,"2021-05-09",2021-05-09
"291","District","Annan District ","No","No",0,"South",194189,"2021-05-10",2021-05-10
"292","District","Annan District ","No","No",0,"South",194189,"2021-05-11",2021-05-11
"293","District","Annan District ","No","No",0,"South",194189,"2021-05-12",2021-05-12
"294","District","Annan District ","No","No",0,"South",194189,"2021-05-13",2021-05-13
"295","District","Annan District ","No","No",0,"South",194189,"2021-05-14",2021-05-14
"296","District","Annan District ","No","No",0,"South",194189,"2021-05-15",2021-05-15
"297","District","Annan District ","No","No",0,"South",194189,"2021-05-16",2021-05-16
"298","District","Annan District ","No","No",0,"South",194189,"2021-05-17",2021-05-17
"299","District","Annan District ","No","No",0,"South",194189,"2021-05-18",2021-05-18
"300","District","Annan District ","No","No",0,"South",194189,"2021-05-19",2021-05-19
"301","District","Annan District ","No","No",0,"South",194189,"2021-05-20",2021-05-20
"302","District","Annan District ","No","No",0,"South",194189,"2021-05-21",2021-05-21
"303","District","Annan District ","No","No",0,"South",194189,"2021-05-22",2021-05-22
"304","District","Annan District ","No","No",1,"South",194189,"2021-05-23",2021-05-23
"305","District","Annan District ","No","No",0,"South",194189,"2021-05-24",2021-05-24
"306","District","Annan District ","No","No",0,"South",194189,"2021-05-25",2021-05-25
"307","District","Annan District ","No","No",2,"South",194189,"2021-05-26",2021-05-26
"308","District","Annan District ","No","No",0,"South",194189,"2021-05-27",2021-05-27
"309","District","Annan District ","No","No",0,"South",194189,"2021-05-28",2021-05-28
"310","District","Annan District ","No","No",0,"South",194189,"2021-05-29",2021-05-29
"311","District","Annan District ","No","No",0,"South",194189,"2021-05-30",2021-05-30
"312","District","Annan District ","No","No",0,"South",194189,"2021-05-31",2021-05-31
"313","District","Annan District ","No","No",0,"South",194189,"2021-06-01",2021-06-01
"314","District","Annan District ","No","No",0,"South",194189,"2021-06-02",2021-06-02
"315","District","Annan District ","No","No",0,"South",194189,"2021-06-03",2021-06-03
"316","District","Annan District ","No","No",0,"South",194189,"2021-06-04",2021-06-04
"317","District","Annan District ","No","No",0,"South",194189,"2021-06-05",2021-06-05
"318","District","Annan District ","No","No",0,"South",194189,"2021-06-06",2021-06-06
"319","District","Annan District ","No","No",0,"South",194189,"2021-06-07",2021-06-07
"320","District","Annan District ","No","No",0,"South",194189,"2021-06-08",2021-06-08
"321","District","Annan District ","No","No",0,"South",194189,"2021-06-09",2021-06-09
"322","District","Annan District ","No","No",0,"South",194189,"2021-06-10",2021-06-10
"323","District","Anping District ","No","No",0,"South",67105,"2021-01-01",2021-01-01
"324","District","Anping District ","No","No",0,"South",67105,"2021-01-02",2021-01-02
"325","District","Anping District ","No","No",0,"South",67105,"2021-01-03",2021-01-03
"326","District","Anping District ","No","No",0,"South",67105,"2021-01-04",2021-01-04
"327","District","Anping District ","No","No",0,"South",67105,"2021-01-05",2021-01-05
"328","District","Anping District ","No","No",0,"South",67105,"2021-01-06",2021-01-06
"329","District","Anping District ","No","No",0,"South",67105,"2021-01-07",2021-01-07
"330","District","Anping District ","No","No",0,"South",67105,"2021-01-08",2021-01-08
"331","District","Anping District ","No","No",0,"South",67105,"2021-01-09",2021-01-09
"332","District","Anping District ","No","No",0,"South",67105,"2021-01-10",2021-01-10
"333","District","Anping District ","No","No",0,"South",67105,"2021-01-11",2021-01-11
"334","District","Anping District ","No","No",0,"South",67105,"2021-01-12",2021-01-12
"335","District","Anping District ","No","No",0,"South",67105,"2021-01-13",2021-01-13
"336","District","Anping District ","No","No",0,"South",67105,"2021-01-14",2021-01-14
"337","District","Anping District ","No","No",0,"South",67105,"2021-01-15",2021-01-15
"338","District","Anping District ","No","No",0,"South",67105,"2021-01-16",2021-01-16
"339","District","Anping District ","No","No",0,"South",67105,"2021-01-17",2021-01-17
"340","District","Anping District ","No","No",0,"South",67105,"2021-01-18",2021-01-18
"341","District","Anping District ","No","No",0,"South",67105,"2021-01-19",2021-01-19
"342","District","Anping District ","No","No",0,"South",67105,"2021-01-20",2021-01-20
"343","District","Anping District ","No","No",0,"South",67105,"2021-01-21",2021-01-21
"344","District","Anping District ","No","No",0,"South",67105,"2021-01-22",2021-01-22
"345","District","Anping District ","No","No",0,"South",67105,"2021-01-23",2021-01-23
"346","District","Anping District ","No","No",0,"South",67105,"2021-01-24",2021-01-24
"347","District","Anping District ","No","No",0,"South",67105,"2021-01-25",2021-01-25
"348","District","Anping District ","No","No",0,"South",67105,"2021-01-26",2021-01-26
"349","District","Anping District ","No","No",0,"South",67105,"2021-01-27",2021-01-27
"350","District","Anping District ","No","No",0,"South",67105,"2021-01-28",2021-01-28
"351","District","Anping District ","No","No",0,"South",67105,"2021-01-29",2021-01-29
"352","District","Anping District ","No","No",0,"South",67105,"2021-01-30",2021-01-30
"353","District","Anping District ","No","No",0,"South",67105,"2021-01-31",2021-01-31
"354","District","Anping District ","No","No",0,"South",67105,"2021-02-01",2021-02-01
"355","District","Anping District ","No","No",0,"South",67105,"2021-02-02",2021-02-02
"356","District","Anping District ","No","No",0,"South",67105,"2021-02-03",2021-02-03
"357","District","Anping District ","No","No",0,"South",67105,"2021-02-04",2021-02-04
"358","District","Anping District ","No","No",0,"South",67105,"2021-02-05",2021-02-05
"359","District","Anping District ","No","No",0,"South",67105,"2021-02-06",2021-02-06
"360","District","Anping District ","No","No",0,"South",67105,"2021-02-07",2021-02-07
"361","District","Anping District ","No","No",0,"South",67105,"2021-02-08",2021-02-08
"362","District","Anping District ","No","No",0,"South",67105,"2021-02-09",2021-02-09
"363","District","Anping District ","No","No",0,"South",67105,"2021-02-10",2021-02-10
"364","District","Anping District ","No","No",0,"South",67105,"2021-02-11",2021-02-11
"365","District","Anping District ","No","No",0,"South",67105,"2021-02-12",2021-02-12
"366","District","Anping District ","No","No",0,"South",67105,"2021-02-13",2021-02-13
"367","District","Anping District ","No","No",0,"South",67105,"2021-02-14",2021-02-14
